PRODUTO;UNIDADE;ANO;REGIÃO;ESTADO;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL
TERRA (bep);bep;2004;REGIÃO SUL;PARANÁ;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2004;REGIÃO NORTE;AMAZONAS;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2004;REGIÃO NORDESTE;MARANHÃO;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2004;REGIÃO NORDESTE;CEARÁ;40037,2;55285,545;56216,79;52295,425;56305,48;55805,015;62608,805;63147,28;60461,24;51839,305;53131,645;58364,355;665498,085
MAR (bep);bep;2004;REGIÃO NORDESTE;RIO GRANDE DO NORTE;455062,75185;398352,9132345;449251,628476;505761,8867175;485002,742322;480427,8580885;504623,8166375;513485,9735705;492241,355319;524488,7168675;502568,22;549249,3253695;5860517,1884525
MAR (bep);bep;2004;REGIÃO NORDESTE;ALAGOAS;71876,91;66859,59;70698,6;63730,1;2416,8025;49932,47;103450,55;101169,95;96311,005;98724,64;94359,825;97742,715;917273,1575
MAR (bep);bep;2004;REGIÃO NORDESTE;SERGIPE;207053,20335;243889,601522;262726,9413125;248459,94166;188513,69915;199721,6755415;196941,662785;238416,5777315;242618,909484;212102,6969145;233261,83321;193798,4847505;2667505,2274115
MAR (bep);bep;2004;REGIÃO NORDESTE;BAHIA;25749,68445;23251,503807;24621,272711;20119,96;19057,319498;18947,380641;18912,9986955;18286,0630225;17908,8707875;18342,4179155;17104,5;18069,385117;240371,356645
MAR (bep);bep;2004;REGIÃO SUDESTE;ESPÍRITO SANTO;-1776,14395;-2056,2630795;-1625,4602735;-2376,66394;-1048,9778075;-1353,6723025;-1338,2985245;-1816,848859;-1653,6092125;-2022,669208;-2299,605;-1978,4756145;-21346,6877715
MAR (bep);bep;2004;REGIÃO SUDESTE;RIO DE JANEIRO;2204242,7246;1974518,3218145;2294702,0843985;2213427,9177535;2072997,1194695;2002636,390993;2218004,6068285;2315814,0103735;2255411,601618;2348842,311445;2031855,357105;2195810,4595;26128262,905899
MAR (bep);bep;2004;REGIÃO SUDESTE;SÃO PAULO;220660,72;237081,04;230302,59;197810,375;232678,215;209580,805;193128,81;209732,845;205000,6;180370,12;53004,945;235484,62;2404835,685
MAR (bep);bep;2004;REGIÃO SUL;PARANÁ;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2005;REGIÃO NORTE;AMAZONAS;225887,095;199280,095;202466,6;198640,26;200895,52;196315,315;208016,06;213147,41;167041,28;128853,9;163531,69;172134,62;2276209,845
TERRA (bep);bep;2005;REGIÃO NORDESTE;MARANHÃO;0;0;0;0;0;0;0;0;0;0;0;0;0
